,Feature1,Feature2,isSig
0,6.995730870437592,1.6957068317569792,True
1,6.127185024782031,2.9098416860215366,True
2,6.29705474005171,2.829848023562905,True
3,-0.6035039785303091,2.7758865990455366,True
4,3.0316488321379857,1.7677105002582754,True
5,8.564775882288814,0.04480166962658938,True
6,2.8042378425598145,-1.3300061230547726,True
7,-1.2426816336810589,-1.1648931037634611,True
8,6.06958630037642,0.791911387236687,True
9,5.3188851887799995,1.8535967208571158,True
10,11.243608570377273,-0.7044536001048982,True
11,7.661347619660041,1.6373925895670336,True
12,2.4609141747109877,1.5010816810851995,True
13,2.270255305703987,8.532939098591148,True
14,2.028608450835698,8.990583802370132,True
15,3.0192243084311485,1.7334618349559605,True
16,9.16212672721836,3.2842284659855068,True
17,9.098768360025247,6.650257577653974,True
18,2.454763701185584,2.4023528094403446,True
19,1.8249425696315402,2.6449252059683204,True
20,-1.641174038570985,3.0370863089337945,True
21,3.088256122544408,2.786241866074945,True
22,-2.2864706944674253,8.232981170061976,True
23,1.6704906134395028,2.2581819193360277,True
24,-1.7208607532083988,-0.5712827802635729,True
25,-5.039046387765664,7.015124182216823,True
26,4.95268245972693,3.8890795092911836,True
27,3.9756511356681585,-0.2770171472802758,True
28,0.6036282193102505,0.6362194915418038,True
29,-7.320552601406279,-0.6494310406092727,True
30,-1.973129229620099,2.286353132687509,True
31,10.201632786542177,1.5933675864298178,True
32,-5.946303353120186,2.1041988628536097,True
33,10.124017395323715,0.34198449086397886,True
34,4.025624385484946,1.8944704248569906,True
35,0.13781775534152985,1.8395332224507017,True
36,1.7958865238872743,2.6180581119842827,True
37,6.412478092703074,4.3654666083432625,True
38,2.8755382373929024,6.597149266395718,True
39,4.437081044539809,1.3243225097050866,True
40,6.729817721658181,7.171576336026192,True
41,6.914784085626424,0.3160598509462309,True
42,4.111565083265305,0.7420532332997105,True
43,0.5327440090477467,-0.8955990560352802,True
44,6.945839549515346,3.9092356776818633,True
45,-2.940759383646334,7.032521735876799,True
46,3.8816291484981775,2.46492630103603,True
47,1.6723243631229945,4.104645773898034,True
48,1.2018808611529366,7.522014868531988,True
49,2.833594113588333,3.2460927716979793,True
50,7.453299913555384,5.761966977277815,True
51,-2.6213433910161257,3.9212654661387205,True
52,1.7557093298166482,1.1639125644092494,True
53,10.403246088394193,3.1019838940122586,True
54,2.628917963442973,1.5790722677484155,True
55,6.353143211474627,-2.0163488751277328,True
56,-4.981515587411216,4.373865471639297,True
57,-4.7219423477725995,-0.07092504668980837,True
58,0.49433817535565616,2.6521406905463607,True
59,0.6161625550587679,5.575587305609101,True
60,-5.858050202449871,2.4421361307188283,True
61,0.056346247100737656,2.0673245256817516,True
62,6.238279986265235,-1.6856021388080613,True
63,8.043789172545075,1.9173216205090284,True
64,7.471108108758926,4.117049864591803,True
65,2.922583260230498,0.27506058443766435,True
66,-2.698970528319478,7.230730085047263,True
67,-1.1582546699792147,2.307714988477528,True
68,-3.9918601680547,-0.7073808470740914,True
69,3.783575273752282,1.6951796184293926,True
70,7.513261362910271,2.0443941177645892,True
71,1.038089781999588,-4.482986166991381,True
72,1.934413712311473,9.718050860831,True
73,1.734023169290376,2.5367618485684877,True
74,6.663545068039996,2.240608576601494,True
75,-0.31972726795688544,2.042762791670155,True
76,6.261928065044961,1.0185166693268872,True
77,3.205390462172561,4.928764857985334,True
78,1.3622708671912154,1.9206794056108083,True
79,0.027010593730846466,5.417772005998204,True
80,1.6804558876901865,5.402713330606282,True
81,3.9544184245169163,5.46460559241173,True
82,6.756054690083916,6.930532463442461,True
83,-6.048199275480524,0.8796150525909554,True
84,1.9022025027763334,8.554474237840623,True
85,8.400169151831433,1.515158094495713,True
86,-2.7676817383617163,-2.875990236712987,True
87,11.087194247434804,4.804677969129832,True
88,2.6792818607423,-2.506213459186256,True
89,3.0468130483814644,-1.1458971686661243,True
90,0.009285923558920217,1.9069460816681385,True
91,-5.81251943677505,7.0929144146749765,True
92,0.5932133028978068,-4.3015325744574575,True
93,1.1350002574356672,3.9175558076240122,True
94,2.054442148655653,0.9194067950830509,True
95,1.539902817459204,0.4745276007452124,True
96,-3.554961215300411,6.052917226217687,True
97,-0.047501089663715135,1.508904036957532,True
98,0.30262116510981585,9.674158045577169,True
99,5.081842010384053,3.1668299823732404,True
100,0.37234502112423407,-1.626068508167716,True
101,-4.0917895867772085,2.261353338019185,True
102,4.893605770543218,5.999660523603696,True
103,2.8638354295415276,-4.202335785411595,True
104,5.3884346970502115,6.139699049073248,True
105,2.6867077821828182,-0.22080458980053663,True
106,3.3003494433220055,3.983485637431005,True
107,-1.6547411810606718,0.9148579118773341,True
108,3.252900864928961,3.6655019094516175,True
109,-1.9789341605232824,3.451139791868627,True
110,4.228792156669586,1.4323306381702423,True
111,6.949228561288352,6.647664194460958,True
112,4.468450582019862,-0.2001749505288899,True
113,2.1468591559535053,3.053868825081736,True
114,-3.403796174380579,1.9424776607133394,True
115,3.918014673820492,3.61067027807781,True
116,10.699847238138318,3.282918491413638,True
117,4.594074970111251,7.048556020483375,True
118,6.100943995760463,0.4808354313491856,True
119,2.2142175513154925,3.8900323840789497,True
120,-1.6162697388620533,5.3121238052845,True
121,2.3972237598292345,5.524742525031308,True
122,-2.0562508311122656,9.379834841865268,True
123,7.36303355358541,3.5743862120175276,True
124,6.47944886474132,5.996563113609653,True
125,6.126510580982812,-0.0402299165725708,True
126,9.607609774917364,9.482231962914977,True
127,5.184997629459135,6.558559389319271,True
128,-0.37213445708041704,3.0174203788287626,True
129,3.9508936839430877,0.20965286371246172,True
130,7.08476823502577,-0.0002951810898310647,True
131,5.3334874916891195,2.8958838852122426,True
132,7.986240126517684,6.402905008289963,True
133,-5.3428552774241584,1.6096444896458113,True
134,-1.382452853024006,4.283286853227764,True
135,1.5612266381252784,1.1062562507475393,True
136,5.362002797424793,1.8500436687101853,True
137,4.5914779372947745,3.6509597562833145,True
138,8.270806466805901,6.822504333784716,True
139,5.189311090720903,3.00020681739416,True
140,8.209063058911209,4.166238635078727,True
141,3.2864416947459816,2.0932695709448716,True
142,2.6926055550575256,5.211914464378943,True
